,color,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,language,budget_x,actor_2_facebook_likes,movie_facebook_likes,director,writer,producer,composer,cinematographer,main_actor_4,worldwide,mpaa,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
548,1,0.18104200514826485,-0.26238179652876814,-0.43980090455950477,272,0.1574990597959684,227,-0.22024361623563501,480,0,-0.2917142867780542,-0.4997903974810215,-0.5690356017641469,119,564,310,104,175,118,0.009661233858388008,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
549,1,-1.0262034450235786,-0.30563510476795014,-0.29529706900474484,329,-0.8527539295827202,22,-0.675963394599834,279,0,-0.32123825499096476,-0.3840026916688791,-0.541065067730585,395,192,272,54,239,599,-0.23410498970194676,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
550,1,-0.2660859393598253,-0.27288966237218526,-0.31557266285763985,416,0.578437805370422,96,0.12153383250168523,211,0,-0.5660228604461394,-0.4496348318445737,0.1254923313491256,31,45,14,40,175,67,-0.49209812804664255,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551,1,-1.2497674172776236,-0.3141880188265454,-0.3329517433029785,181,-0.6843784313529387,55,-0.6699690372585938,463,0,-0.2615703152326728,-0.4257034619551829,-0.5690356017641469,249,296,69,99,133,187,-0.03235542077073862,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
552,1,-0.17666035045820727,-0.2000677083875738,-0.4369043911519483,103,1.2519397982895477,152,0.8614654130699727,297,0,-0.32123825499096476,0.7688588098888995,-0.5690356017641469,129,567,110,104,257,100,-0.18166883670427678,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
553,1,-0.6237882949662974,-0.30832316347208005,-0.37704311406244867,22,-0.8527539295827202,101,-0.7460131572487064,148,0,-0.2917142867780542,-0.38099335773069226,-0.5690356017641469,259,374,360,104,149,133,-0.059310577246984256,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
554,1,-0.08723476155658924,-0.31565423266516174,-0.23125193921544143,302,-0.6001906822380481,179,-0.4717589238511408,609,0,-0.48605806027852666,-0.41739196822114294,-0.5690356017641469,314,304,367,0,78,274,-0.29149261425214,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,1,0.762308333008782,-0.3041688909293338,-0.3860544891081798,322,-0.8537641825720989,203,-0.7519084343033144,557,0,-0.6132955946518824,-0.3832861835883584,0.1886312343594231,429,547,267,103,98,225,0.12157752017447979,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
556,1,1.120010688615254,-0.14264099970843389,-0.22352790346195758,277,-0.010876438433813031,144,0.13599955434996724,65,0,-0.5115847520531316,0.6255571937847629,0.2517701373697206,364,504,104,46,209,643,-0.17795712752029397,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
557,1,0.4493187718531189,-0.21301926396201812,-0.2615044125832531,164,0.07331131068107768,257,-0.05195574939106668,20,0,-0.23079332028483812,-0.09095088673591983,-0.5690356017641469,51,130,254,45,47,300,-0.3767894843898015,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
558,1,-0.17666035045820727,-0.2853524800004241,-0.34839981480994614,385,0.1574990597959684,50,0.3583357175523289,271,0,-0.5521033104255205,1.0554620420971728,0.4411868464006131,345,305,246,33,84,432,-0.19972736449601683,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
559,1,0.22575479959907385,-0.31565423266516174,-0.2444471669609763,227,-0.09506418754870374,343,-0.20379628865471164,164,0,-0.23540609455357409,-0.39890605974370935,-0.5690356017641469,278,545,289,91,65,422,-1.0467529009550122e-05,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
560,1,-0.6685010894171064,-0.302213939144512,-0.3294115602492984,463,0.07331131068107768,102,-0.15276994103919636,59,0,-0.2917142867780542,-0.377554118944193,-0.5690356017641469,79,538,369,99,124,365,-0.14402364526083536,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
561,1,0.672882744107164,-0.2697128657218498,-0.14146002358119195,459,-0.09506418754870374,343,-0.06488572679655162,159,0,-0.5610738301654437,-0.09095088673591983,0.6306035554315056,77,357,400,96,29,648,-0.1590325296160101,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
562,1,-0.40022432271225233,-0.31565423266516174,-0.4069737526071985,384,0.1574990597959684,227,-0.2011706610589618,233,0,-0.536586409031197,-0.4864633471833368,0.7568813614521006,401,513,148,37,240,233,-0.45413964230112563,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
564,0,-0.6685010894171064,-0.2538288824701728,-0.44495026172849395,148,-0.9109276642211097,159,-0.8445485023042986,315,0,-0.48605806027852666,-0.4880396649604823,-0.25334108671265937,162,223,72,28,179,299,-0.47944368475998184,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
565,1,-1.0709162394743876,-0.31565423266516174,-0.22159689452358663,15,-0.010876438433813031,362,-0.20017985819264114,375,0,-0.7134245470262844,-0.3852924062138164,-0.3796188927332544,257,371,26,91,242,48,-0.3114204906121565,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
566,1,1.388287455320108,2.616773444567514,-0.31814734144213447,437,0.578437805370422,96,0.1366931163563917,228,0,-0.1206572169634795,-0.3787005318730261,-0.12706328069206438,424,0,249,82,176,518,-0.3976371573675491,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
567,1,-0.6237882949662974,-0.19835712557585472,-0.21644753735459743,90,-0.8627722717273921,319,-0.6812641899346497,213,0,-0.3501549721436685,-0.3963266306538349,-0.5690356017641469,417,578,414,177,16,638,-0.22359287282405924,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1,0.762308333008782,-0.31565423266516174,-0.41180127495312585,470,-0.9061289625215609,141,-0.8215123356623426,79,0,-0.21245631903555506,-0.47299299526954797,-0.5690356017641469,157,213,237,126,97,322,-0.536469837651859,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
569,1,-1.0262034450235786,-0.3088119014182855,-0.27469964032878796,300,-0.09506418754870374,23,-0.20300364636165508,189,0,-0.5610738301654437,-0.3941771064122728,-0.1902021837023619,67,77,404,107,252,631,-0.5746497905553417,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,1,0.18104200514826485,-0.16658915907250074,-0.23286111333075055,257,-0.8667290959357921,134,-0.6964234737893561,93,0,-0.32123825499096476,-0.40908047448710305,-0.5690356017641469,212,464,391,104,115,443,-0.44673223828781283,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
572,1,-0.7579266783187244,-0.3129661739610318,-0.42885852057540264,151,-0.8556163130526264,294,-0.7766289658180155,545,0,-0.2917142867780542,-0.42341063609751667,-0.5438747489145433,242,463,1,33,232,152,-0.4947919544892031,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
573,1,-0.44493711716306134,-0.31565423266516174,-0.37060641760121216,406,-0.8915644819246848,78,-0.8066998328108483,223,0,-0.6085480547137029,-0.4643948983032998,-0.03235492617661814,239,5,89,149,99,369,-0.48925641702445805,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
574,1,0.4046059774023099,-0.13555429948845493,4.042392676222548,457,1.9254417912086734,158,2.8781951073224104,74,0,-0.6315553636448812,2.631779819242675,0.1886312343594231,100,142,196,49,144,177,-0.6199421073281355,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1,0.4046059774023099,-0.10916245039336084,-0.36835357383977935,394,-0.8822196417729319,331,-0.7953551399914766,399,0,-0.4118226334539714,-0.45393388032769777,-0.5690356017641469,28,313,246,129,185,137,-0.578249917241272,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
577,1,-0.8473522672203425,-0.3139436498534427,-0.2566768902373257,152,-0.8633615859711964,133,-0.7204999834409488,637,0,-0.6085480547137029,-0.42513025549076633,-0.22177163520751064,154,232,90,46,118,531,-0.5869501962207369,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
579,1,-0.6237882949662974,-0.3063682116872583,3.076888207037069,206,0.9993765509448755,69,1.7502155841596267,426,0,-0.2917142867780542,2.058573354826129,-0.5690356017641469,336,211,131,62,1,224,-0.5971222994285432,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
580,1,-0.08723476155658924,-0.2714234485335689,-0.3667443997244702,73,1.8412540420937826,300,0.8443245234826248,654,0,-0.58505759229497,-0.47772194860098444,0.693742458441803,360,574,80,172,65,226,-0.5899821466491217,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
581,1,-0.6685010894171064,2.372404471464791,-0.3072049574580324,409,-0.09506418754870374,264,-0.2693378982618249,668,0,-0.48605806027852666,-0.377554118944193,-0.5690356017641469,161,222,212,177,3,491,-0.7270282167994516,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1,0.8517339219104001,3.594249336978406,-0.39764054273840554,385,0.1574990597959684,227,0.3350518501937928,388,0,-0.48605806027852666,1.0554620420971728,0.15706178285427436,81,35,74,115,249,503,-0.48807605501002804,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
583,1,0.4493187718531189,-0.26458111728669265,-0.17493084517962185,544,-0.2634396857784852,189,-0.3503360325835409,170,0,-0.48605806027852666,-0.377554118944193,-0.5690356017641469,423,564,232,91,205,504,-0.6641035919578678,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
585,1,0.0469036217958378,-0.30270267709071746,-0.1717124969490036,311,1.3361275474044385,345,0.6702404598700805,326,0,-0.2917142867780542,-0.377554118944193,-0.5690356017641469,403,190,333,94,115,388,-0.6652785151348686,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
587,1,-0.8473522672203425,2.372404471464791,-0.3873418284004271,96,0.9151888018299849,286,0.2573233653309351,306,0,-0.2917142867780542,-0.4643948983032998,-0.5423278457907911,161,341,167,51,73,310,-0.7220227885264,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,-0.6237882949662974,-0.30343578401002563,-0.14146002358119195,11,0.9151888018299849,286,1.0460024469222002,0,0,-0.4599953079766548,1.4853668904095825,-0.5690356017641469,214,501,201,62,64,0,-0.6522009504400543,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
589,1,0.4940315663039279,-0.31565423266516174,2.433218560913417,573,0.1574990597959684,227,0.8461079686420021,107,0,-0.23079332028483812,0.9121604259930362,-0.5690356017641469,343,543,162,157,163,84,-0.7858325337999889,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
590,1,1.6565642220249623,-0.19640217379103295,-0.15851726920346873,578,0.9151888018299849,273,0.9512816929019428,435,0,-0.23079332028483812,1.0554620420971728,-0.09549382918691564,60,61,156,140,128,212,-0.7478265613442541,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
591,1,-1.2497674172776236,-0.2853524800004241,-0.43851356526725743,12,-0.8641192757132304,186,-0.8064025919509521,260,0,-0.536586409031197,-0.45765972234640534,0.06235342833882811,373,103,283,14,66,357,-0.6762558828282981,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
593,1,-0.4896499116138704,-0.24405412354606393,-0.38090513193919057,517,-0.8712752343879961,172,-0.7721208127762564,417,0,-0.2917142867780542,-0.48288080678073336,-0.5690356017641469,419,53,131,99,61,546,-0.7343519471286456,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
596,1,0.717595538557973,-0.306612580660361,-0.3001245913506722,153,-0.8554479375543966,74,-0.7273860633618775,441,0,-0.2615703152326728,-0.39933596459202175,-0.5690356017641469,348,144,342,94,228,593,-0.8452342212409919,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
597,1,-1.0709162394743876,-0.2193728572626889,-0.44141007867481385,576,-0.8620987697344731,289,-0.8140813141649375,645,0,-0.10609763837317442,-0.47929826637812994,-0.5504411948276142,426,583,84,57,145,37,-0.9039682362317953,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
598,1,0.13632921069745582,-0.274844614157007,-0.21290735430091734,574,0.7468133036002034,226,0.23542662198524794,365,0,-0.6085480547137029,-0.3944637096444811,-0.03235492617661814,3,10,403,168,29,297,-0.8646560986701233,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
599,1,0.672882744107164,-0.293416656112814,-0.14146002358119195,293,-0.5160029331231574,8,-0.3689631264703698,92,0,-0.58505759229497,-0.23425250284005641,0.8200202644623981,159,270,109,21,90,294,-0.6258723825679597,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
600,1,-1.1156290339251966,-0.30392452195623104,-0.40021522132290016,376,-0.8550269988088223,220,-0.7842086077453688,586,0,-0.4599953079766548,-0.4635350886066749,-0.5440641656235742,55,480,202,99,38,573,-0.7665700277367626,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
603,1,0.538744360754737,-0.25260703760465925,-0.26472276081387136,526,-0.010876438433813031,21,-0.23520473951707735,484,0,-0.9070312750883971,-0.41939819084660085,-0.5690356017641469,268,65,79,89,189,611,-0.9223402549678813,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
604,0,0.762308333008782,-0.28364189718870503,-0.38541081946205613,118,-0.010876438433813031,144,-0.27553041617632923,499,1,0.07107793011654137,-0.47815185344929684,-0.5690356017641469,197,577,236,184,185,540,-0.9284976376415238,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
605,1,-0.31079873381063433,-0.295127238924533,-0.3471124755176988,175,0.41006230714064057,302,0.026961698911375863,591,0,-0.6898578581768849,-0.40549793408449963,3.124590224338257,414,470,374,112,138,176,1.7166207351714695,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
607,1,-0.5343627060646794,-0.3129661739610318,-0.28853853772044646,173,-0.7685661804678294,261,-0.6042788072215325,363,0,-0.6680749016308787,-0.377554118944193,0.5358952009160594,338,119,101,45,111,558,-0.4193344544494236,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
608,1,-0.8920650616711515,-0.29854840454797116,-0.29851541723536307,223,-0.855279562056167,181,-0.7341235228528582,666,0,-0.4234324140523281,-0.40134218721747966,-0.5690356017641469,266,462,235,166,50,159,-0.530467696856444,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
609,1,-1.1156290339251966,-0.30783442552587464,-0.20293047478600074,343,-0.8527539295827202,332,-0.564547612282073,151,0,-0.23079332028483812,-0.39317399509954387,-0.5532508760115725,54,581,53,54,109,271,-0.6898670387218372,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
610,1,-0.04252196710578023,-0.31565423266516174,-0.42789301610621716,338,-0.9249870183232964,284,-0.8474218306166285,416,0,-0.5022335144849265,-0.5040894459641456,-0.5541348206537167,145,156,144,160,172,149,-0.8072684645276241,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
611,1,-0.5343627060646794,-0.30832316347208005,-0.22932093027707046,297,-0.8558688762999711,243,-0.7205495235842648,364,0,-0.5274275083767358,-0.38686872399096184,-0.5690356017641469,259,374,244,177,84,183,-0.6358438291253891,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
612,1,0.4493187718531189,-0.2694684967487471,-0.19327543009414594,252,-0.8527539295827202,184,-0.6248875068410027,547,0,-0.6231270559926311,-0.3994792662081259,0.1254923313491256,381,569,370,33,130,3,-0.632841269522195,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,1,0.4493187718531189,-0.28070946951147235,-0.2962625734739303,392,-0.8527539295827202,90,-0.6578317021461655,638,0,-0.5999427526007558,-0.4257034619551829,-0.5690356017641469,25,298,63,175,119,34,-0.7868436683542304,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
615,1,0.0469036217958378,-0.3031914150369229,-0.2631135866985622,313,-0.010876438433813031,6,-0.05998125260826423,661,0,-0.3667292179888839,-0.09095088673591983,-0.1902021837023619,375,127,9,168,25,601,-0.7593594242668665,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,1,-0.8026394727695335,-0.21301926396201812,-0.3168600021498872,164,-0.6001906822380481,303,-0.3904140085262126,119,0,-0.39605452317970635,-0.09095088673591983,-0.5443482906871205,51,450,28,116,47,164,-0.6985410731524372,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
617,1,-0.8473522672203425,-0.2953716078976358,-0.14146002358119195,506,0.07331131068107768,257,-0.07796432463198466,125,0,-0.5961141637408773,-0.377554118944193,-0.0007854746714693929,262,511,22,55,25,644,-0.46922028669652655,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
620,1,-1.2944802117284326,-0.31321054293413453,-0.35129632821750256,46,0.07331131068107768,102,-0.1758061076811523,437,0,-0.44195407421574423,-0.406930950245541,-0.5690356017641469,241,427,22,77,94,442,-0.7225243174427488,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,1,-1.0262034450235786,-0.3095450083375937,-0.2576423947065112,58,-0.8527539295827202,163,-0.7355601870090231,425,0,-0.4333852378764439,-0.4179651746855595,-0.5690356017641469,413,309,352,34,184,142,0.5399570438626136,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
622,1,-0.31079873381063433,-0.2873074317852459,-0.23543579191524516,67,0.9151888018299849,286,0.3265309455434349,613,0,-0.35548900219650187,-0.4186816827660802,-0.5690356017641469,182,210,339,160,182,72,0.6097741961075409,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
623,1,0.13632921069745582,-0.2980596666017657,-0.24412533213791446,372,-0.09506418754870374,359,-0.21147501086869694,369,0,-0.15369949905112645,-0.3811366593467964,-0.5690356017641469,21,343,165,74,8,30,0.6312383953605801,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
624,1,-1.8310337451381409,-0.30148083222520383,-0.22867726063094682,528,-0.6843784313529387,18,-0.593578136265269,212,0,-0.4383968590104513,-0.39704313873435554,-0.5690356017641469,186,6,64,33,145,206,0.07362298360697266,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1,0.8517339219104001,-0.1883379976786431,-0.4034335695535184,110,0.3258745580257498,344,-0.07003790170141919,438,0,-0.6802312515391228,-0.44418937043261647,1.482978746070522,304,44,81,84,14,93,-0.1741654280976471,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
626,1,-0.6237882949662974,-0.2694684967487471,1.7895489147897647,233,0.3258745580257498,246,1.0961866121013428,599,0,-0.6128811479841041,1.0554620420971728,-0.5690356017641469,381,322,370,33,61,608,-0.38184315716523476,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
627,1,0.762308333008782,-0.10916245039336084,-0.24348166249179082,106,0.578437805370422,96,0.986356114369695,269,0,-0.7017641754229612,1.9152717387219922,1.1988536825241831,28,477,398,82,162,144,-0.28551126477970196,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
628,1,-0.44493711716306134,-0.30074772530589566,-0.23543579191524516,198,-0.5160029331231574,40,-0.5207045854473826,472,0,-0.41133322148195,-0.4023452985302086,-0.5690356017641469,427,289,115,5,134,588,-0.2623778364396345,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
629,1,0.0916164162466468,-0.2851081110273214,-0.4092265963686313,303,-0.09506418754870374,359,-0.32987595339401876,267,0,-0.5162934518808514,-0.4324386379120773,0.4411868464006131,137,540,398,11,188,79,0.32525560301658096,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,-0.17666035045820727,3.594249336978406,-0.2573205598834493,566,-0.8589838230172221,89,-0.6792825842020083,113,0,-1.0241898791078838,-0.393317296715648,-0.15863273219721313,327,466,236,156,209,451,-0.1599086956304839,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
631,0,0.9858723052628271,3.594249336978406,-0.35129632821750256,371,-0.8620145819853582,356,-0.7795518342736616,437,0,-1.0386482376842356,-0.46539800961602873,-0.5690356017641469,327,466,236,164,209,140,-0.2948806598514,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
632,1,-0.22137314490901627,-0.31345491190723723,-0.4327205384521446,237,-0.8961106203768889,360,-0.8300827804560165,357,0,-0.35548900219650187,-0.5050925572768745,-0.5690356017641469,418,424,131,159,45,76,-0.49895045409607786,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
633,1,-0.9367778561219605,-0.29854840454797116,-0.3033429395812905,413,-0.8527539295827202,217,-0.7368977708785561,512,0,-0.635799333547331,-0.44218314780715856,-0.12706328069206438,266,514,196,166,84,495,-0.2601110690467878,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
636,1,-0.5790755005154884,-0.2956159768707385,-0.2904695466588174,397,-0.8845768987481488,358,-0.7533450984594795,558,0,-0.40559814042419584,-0.43616447993078483,-0.09549382918691564,4,251,370,33,16,71,-0.7199331334691683,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
637,1,-0.9367778561219605,-0.1673222659918089,-0.39410035968472545,244,-0.8583945087734178,79,-0.7652347328553277,533,0,-0.4383968590104513,-0.44662549790638684,-0.5690356017641469,432,133,329,27,29,396,-0.7675195365219314,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
639,1,1.164723483066063,3.594249336978406,-0.2898258770126938,369,-0.010876438433813031,21,-0.240505534851893,131,0,-0.5655908242473339,-0.382856278740046,-0.12706328069206438,81,236,74,38,249,220,-0.5145183780374551,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
641,1,-0.9814906505727695,-0.3046576288755392,-0.3500089889252553,504,-0.17925193666359446,62,-0.37203461535596394,501,0,-0.33352144238526105,-0.4549369916404267,-0.5690356017641469,234,463,95,77,241,430,-0.7445874938474873,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
642,1,7.379801911728515,-0.3075900565527719,-0.4417319134978757,81,-0.8705175446459621,38,-0.7938193955486794,313,0,-0.41496513820655395,-0.42914270074168215,-0.5389499144797402,357,262,351,159,136,165,-0.91684742724503,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
643,1,-0.35551152826144333,-0.3129661739610318,-0.300446426173734,466,-0.8578893822787285,323,-0.6912217587411725,537,0,-0.5894816805240497,-0.4341582573053269,-0.5497782363460061,233,160,246,129,122,547,-0.8836516028994108,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
644,1,0.18104200514826485,-0.3075900565527719,-0.2965844082969921,533,-0.6843784313529387,351,-0.5749510423784402,249,0,-0.7949802961322197,-0.23425250284005641,-0.25334108671265937,172,242,98,33,66,597,-0.6868836733226924,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
646,1,0.18104200514826485,-0.3012364632521011,-0.2457345062532236,424,-0.7685661804678294,109,-0.6628352566210849,162,0,-0.6128811479841041,-0.40220199691410446,0.030783976833679356,394,539,110,33,23,200,-0.6263035711053513,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
648,1,-0.8473522672203425,-0.31247743601482636,-0.2914350511280029,537,0.1574990597959684,329,-0.09371809020648354,105,0,-0.41133322148195,-0.39847615489539695,-0.5548924874898402,187,228,218,104,61,378,-0.9445711384523278,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
649,1,0.0916164162466468,-0.31565423266516174,-0.191344421155775,529,0.07331131068107768,260,-0.11511943211901034,634,0,-0.4352570084227291,-0.38916154984862805,-0.5690356017641469,157,388,318,126,88,392,-0.26190238900295093,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
650,1,0.3598931829515009,-0.2851081110273214,-0.19456276938639325,467,-0.09506418754870374,359,-0.14702328441453638,406,0,-0.5655908242473339,-0.09095088673591983,0.2517701373697206,137,208,398,16,190,449,-0.28564971053034816,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
651,1,0.3598931829515009,-0.19640217379103295,0.18037479948063417,299,-0.5160029331231574,266,-0.2474411549161378,343,0,-0.4459101569690949,0.05235072936821674,-0.5690356017641469,60,61,55,140,128,16,-0.7495918046169049,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
652,1,-0.22137314490901627,-0.2926835491935058,-0.3860544891081798,65,-0.9136216721927861,342,-0.8346404736410916,18,0,-0.538308870996196,-0.4857468391028161,-0.5690356017641469,27,414,270,177,31,448,-0.4220188516553123,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
653,1,0.27046759404988285,-0.290728597408684,-0.4494559492513595,315,-0.9270917120511687,341,-0.8624324940413869,154,0,-0.4618285798143486,-0.511971034849873,-0.5058966987538493,267,387,265,104,205,614,-0.9423425916022268,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
656,0,0.538744360754737,-0.07128525956243878,-0.2531367071836456,305,-0.8527539295827202,166,-0.7477470622647676,536,0,-0.4447667137316889,-0.42183431832037116,-0.25334108671265937,36,39,127,41,68,308,-0.1063850821007513,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
657,1,-1.1603418283760056,-0.3114999601224155,-0.36577889525528473,526,0.07331131068107768,325,-0.21325845602807417,418,0,-0.4325536204984212,-0.41939819084660085,-0.5576390297707882,160,364,150,129,168,527,-0.7202496363975579,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
658,1,0.3598931829515009,-0.28926238357006767,0.5022096225424603,54,2.4305682858980178,178,2.282524424090415,3,0,-0.7593737465958721,2.201874970930265,0.8200202644623981,368,382,364,112,156,312,-0.6247122171535426,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
659,1,0.8964467163612091,3.594249336978406,-0.363526051493852,107,0.9993765509448755,270,0.33554725162695315,630,0,0.25424621715620854,-0.4294293039738904,-0.5690356017641469,81,579,74,38,249,302,-0.6960722198556385,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
