,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,budget_x,actor_2_facebook_likes,movie_facebook_likes,before_premiere_trends,director,writer,producer,composer,cinematographer,main_actor_4,worldwide,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,mpaa_G,mpaa_NC-17,mpaa_PG,mpaa_PG-13,mpaa_R
1040,1.0646087505816333,-0.209606144091887,-0.24610847716122333,1059,-0.453113811379377,463,-0.47455304307456847,1137,-0.47540570173071267,-0.36145689486015875,0.493127700222227,-0.34157377046406145,621,643,418,274,384,1177,0.5427584782800278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1041,-0.13567372006514858,-0.22255124085564607,3.18385075992108,441,0.3854271898135776,108,1.012961874087794,380,-0.5102333911412963,1.4497839483500083,3.101330452551693,-0.10916346660408262,256,984,254,159,58,548,-0.21141502601647774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,0.9645852113610681,-0.23609843514330092,-0.03926667305145915,190,0.6429959947014492,566,0.9006507708889465,862,-0.32628315112400896,1.0996165547859353,-0.512893361390567,-0.34157377046406145,290,969,80,257,31,101,-0.2898453257000196,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1043,-0.13567372006514858,-0.25235506828848675,-0.02922580877428613,407,0.6945097556790235,534,0.7105342874725531,551,-0.7087727091295889,0.2241980708757531,-0.512893361390567,-0.28347119449906677,412,852,335,314,306,878,-0.387131664838785,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1044,-1.035885573050235,-0.2577739460035487,0.3724087623126346,866,2.0338675410959555,572,2.496624210528943,1206,-0.45463755153773955,3.375704612952409,-0.512893361390567,-0.34157377046406145,465,609,57,295,238,55,-0.554929471451141,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1045,0.16439689759654688,-0.2583760435274444,-0.2163875189007912,1024,-0.44301711422777246,81,-0.46320468029795114,978,-0.4850649321694078,-0.32819099247157185,-0.512893361390567,-0.34157377046406145,426,737,203,104,31,890,-0.38354542138210873,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1046,-0.8358384946091046,-0.26259072619471485,-0.28828010712535,175,0.282399667858429,286,0.06166756708995069,1066,-0.4850649321694078,-0.39017062113241274,1.5736688404730057,-0.28347119449906677,234,72,530,70,136,565,-0.09242647844231135,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1047,-0.5857796465576918,-0.09972334598090882,-0.07059416959623897,1054,-0.07819665898459119,432,-0.15173190416334018,355,-0.4314781561271456,-0.31646038478717536,-0.14029296820064324,0.5880674449758538,393,336,74,155,300,293,-0.37577811166793007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1048,-0.5857796465576918,-0.2442267517158938,-0.39752471046099247,383,-0.45687431593073996,388,-0.5511440228473842,477,-0.40296724622602165,-0.3747632558155935,-0.512893361390567,-0.34157377046406145,405,534,111,199,165,725,-0.5582678125453189,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1049,-0.6858031857782569,-0.26259072619471485,-0.07661868816254278,597,0.02483086297055744,672,-0.07568531079678283,1254,-0.40296724622602165,-0.3155849663032652,-0.512893361390567,0.29755456515088036,182,561,137,162,353,1245,-0.44275786543762247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1052,0.46446751525824237,-0.1909411208511181,-0.2513297265853533,829,-0.43879298582761134,24,-0.48728330980553397,1265,-0.4720829264598015,-0.3779147623576702,-0.0657728895626585,-0.34157377046406145,569,319,733,254,152,768,-0.6712551284609423,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1054,-0.48575610733712665,-0.25205401952653883,2.3805816177472385,786,0.12785838492570606,625,0.734194158206091,1140,-0.5472972842103341,1.2747002515679717,-0.02851285024366613,-0.34157377046406145,227,577,137,246,295,842,-0.6373714359562576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1055,-0.3857325681165615,-0.2601823360991318,-0.24128886230818028,564,-0.44708670134500084,563,-0.4857757782189723,589,-0.4720829264598015,-0.34832561760150604,-0.512893361390567,0.0651442612909015,587,360,352,293,157,203,-0.5625206867958356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1056,1.4146911378536113,-0.26259072619471485,-0.07983176473123814,156,0.4369409507911519,180,0.267613132165242,894,-0.5167010404818434,-0.3038543586188688,1.8717491550249445,0.0070416853259068,701,534,472,9,136,622,-0.042385037754154226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1057,-0.5357678769474092,-0.26259072619471485,-0.16176521723296997,1022,0.17937214590328038,67,0.021801731800874375,399,-0.6494861764623825,-0.3010530194703562,5.038852497139295,-0.34157377046406145,849,1010,820,17,384,18,-0.024196700611545413,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1058,-0.43574433772684407,-0.23369004504771784,-0.2533378994407879,731,0.12785838492570606,46,-0.031422508380234866,478,-0.3660449676241253,-0.3894702863452846,-0.512893361390567,-0.34157377046406145,736,1018,446,293,364,895,-0.5844992090763881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1059,0.4144557456479598,-0.2505487757167994,-0.18305184950057676,64,-0.3872792248500371,179,-0.440382327112503,923,-0.35056354265906814,-0.35322796111140303,-0.512893361390567,-0.34157377046406145,302,1063,83,279,11,371,-0.37042654508930023,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1060,-0.5357678769474092,-0.26259072619471485,-0.10312656985427955,781,0.8490510386117465,123,1.0783301187162058,114,-0.5521546178643505,1.6248676451320447,0.5303877395412194,-0.22536861853407203,403,577,137,260,41,1136,-0.31154452657704257,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1061,0.16439689759654688,-0.1867264381838477,-0.394713268463384,195,-0.46254082963827314,141,-0.5757251628838209,555,-0.055121906653284404,-0.4496990780383051,-0.512893361390567,-0.34157377046406145,686,77,537,414,135,1167,0.9097303286078715,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1062,-0.085661950454866,-0.2607844336230275,-0.02922580877428613,931,-0.33576546387246275,30,-0.28012334428551244,902,-0.3898259583538601,-0.3010530194703562,-0.512893361390567,-0.34157377046406145,326,6,142,103,286,50,0.8381456133182751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1063,-0.2857090288959963,-0.2556666046699135,-0.31800106538578216,645,0.3854271898135776,108,0.15747957459142822,337,-0.5356221578935871,-0.4132816691076415,0.6794278968171888,0.18134941322089093,563,3,269,275,398,591,0.1090850510091486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1064,-0.18568548967543116,-0.2589781410513402,-0.05091407561297985,140,0.07634462394813175,255,0.12557015600920537,19,-0.4918070750156171,0.04911437409371667,-0.512893361390567,-0.34157377046406145,827,926,122,21,24,863,-0.6863156820073156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1065,0.5144792848685249,-0.22285228961759396,-0.02922580877428613,293,1.2096473654547666,585,1.6882522731126306,394,-0.37484393419412726,2.675369825824263,-0.512893361390567,-0.34157377046406145,78,388,356,399,361,1075,0.017844155854717825,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1066,1.114620520191916,-0.17107190256255767,-0.07019253502515205,279,0.282399667858429,17,0.2292129525853229,1232,-0.5472972842103341,-0.3010530194703562,1.0147682506881202,-0.34157377046406145,499,220,478,341,24,532,0.010076618848677955,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1067,-0.8858502642193873,-0.24964562943095575,-0.05493042132384906,961,-0.4393596371983647,235,-0.41169735109042604,603,-0.6563841232869655,-0.3117331249740604,-0.512893361390567,-0.34157377046406145,665,884,764,383,214,1032,0.12131623893794229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1068,-0.8858502642193873,-0.24964562943095575,-0.05493042132384906,961,-0.4393596371983647,235,-0.41169735109042604,603,-0.6563841232869655,-0.3117331249740604,-0.512893361390567,-0.22536861853407203,665,884,764,383,214,1032,0.12131623893794229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1069,0.06437335837598172,-0.26259072619471485,-0.2183956917562258,411,0.07634462394813175,45,-0.038373904029380526,469,-0.2233590232457171,-0.3019284379542664,-0.512893361390567,-0.34157377046406145,272,745,210,199,251,471,0.1606308959389226,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1071,-1.1359091122708,-0.2484414343831642,-0.34370567793534507,115,0.48845471176872624,598,0.23180925698440139,1046,-0.4329483448074977,-0.38124135259652886,-0.512893361390567,-0.34157377046406145,764,1016,12,367,214,190,-0.021165414586749802,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1072,1.4146911378536113,4.554189464971452,-0.3256321222364336,952,-0.4585742700429999,346,-0.5284472972941495,1194,-0.5329358556770597,-0.3814164362933109,-0.0657728895626585,-0.34157377046406145,147,111,153,78,455,388,0.0768388705423108,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1073,1.114620520191916,4.554189464971452,-0.20313357805492283,752,0.33391342883600333,137,0.5975112943578295,870,-0.4329483448074977,1.4497839483500083,0.008747189075326236,0.9947854767308167,147,841,153,78,455,548,0.37309273032915813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1074,0.6645145936993726,-0.1376554899863424,-0.21196953861883508,575,1.2096473654547666,585,0.8347381398542761,436,-0.45529192265544455,-0.36443331770545334,1.610928879791998,1.5177086604157692,597,500,511,1,387,1074,-0.150972417526265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1075,0.06437335837598172,-0.23308794752382206,-0.4023443253140355,108,-0.3872792248500371,363,-0.48506388830309594,1264,-0.48641784590571174,-0.3351943403428533,-0.512893361390567,0.9947854767308167,44,31,269,326,347,161,0.02369681169411792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1077,-0.085661950454866,-0.06540378711884988,-0.05332388303950138,74,0.7460235166565978,276,0.8646375163210834,222,-0.5997967883587078,1.2747002515679717,0.19504738567028806,0.0651442612909015,351,1099,346,343,157,537,0.02731909714593127,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1078,0.7645381329199378,-0.043126178734706366,-0.3015340479712184,542,-0.4675376644530978,265,-0.5446113859722834,480,-0.40449983118415667,-0.4159079245593721,-0.512893361390567,-0.34157377046406145,18,683,562,343,194,696,-0.18127619827612182,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1079,-0.5857796465576918,-0.2237554359034376,-0.42804893786359843,1052,-0.47469807722898066,144,-0.5956580805283591,285,-0.45463755153773955,-0.47298520971031593,2.5051698234478152,-0.22536861853407203,444,431,192,254,204,64,-0.25055611726993,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1080,0.46446751525824237,-0.26259072619471485,-0.22923982517557265,158,0.6945097556790235,356,0.9558431773080668,1208,-0.5356221578935871,1.7999513419140811,2.2816095875338607,-0.28347119449906677,669,891,662,297,430,973,0.022602872201174243,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1081,-1.1359091122708,-0.2237554359034376,-0.20594502005253126,671,-0.4398747748081404,115,-0.4878695720891969,1242,-0.3898259583538601,-0.3201371424195982,-0.4904628177205335,-0.34157377046406145,131,304,735,174,376,405,-0.36127967118828264,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1082,0.4144557456479598,-0.23579738638135303,-0.29269808740730613,427,0.282399667858429,489,0.09198570233080285,792,-0.48641784590571174,-0.3054301118899071,-0.512893361390567,0.6461700209408485,596,476,418,246,403,900,-0.24864794933076284,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1083,-0.03565018084458343,-0.16956665875281823,-0.23727251659731108,1026,-0.43879298582761134,357,-0.495030347125365,405,-0.11847506990544558,-0.3616319785569408,-0.512893361390567,-0.28347119449906677,423,239,498,95,350,431,-0.2846712456535239,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1084,-0.5357678769474092,-0.2610854823849754,-0.04288138419124144,62,-0.3872792248500371,650,-0.3195704208005438,1051,-0.48641784590571174,-0.3010530194703562,-0.512893361390567,-0.10916346660408262,556,772,393,183,105,460,-0.44702066747193475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1085,-1.035885573050235,-0.24573199552563324,-0.21196953861883508,966,0.07634462394813175,45,-0.03213439829611123,173,-0.49910500998126894,-0.3315175827104305,-0.512893361390567,-0.28347119449906677,280,385,433,122,166,173,-0.21428481711508965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1086,-0.7358149553885395,-0.24302255666810227,-0.3320582753738244,914,-0.46424078375053307,47,-0.5567553904195861,135,-0.6787277011349123,-0.4208102680692691,-0.512893361390567,0.0651442612909015,779,345,226,72,238,850,-0.37553455626227766,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1087,-0.5857796465576918,-0.24573199552563324,-0.21678915347187813,537,-0.33576546387246275,314,-0.3274430857525883,227,-0.2765432998718703,-0.12596932268831976,-0.512893361390567,0.12324683725589622,280,596,766,383,136,75,-0.253519816436277,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1090,0.7145263633096552,-0.2484414343831642,-0.07862686101797739,365,1.5702436922977867,351,1.2098622496437148,638,-0.3898259583538601,-0.3010530194703562,-0.02851285024366613,-0.34157377046406145,795,121,779,144,148,1003,-0.294226956731137,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1091,-0.5357678769474092,-0.25867709228939234,-0.09469224386145421,869,-0.43879298582761134,82,-0.45570889824254707,74,-0.40449983118415667,-0.3204873098131622,-0.47563332207157455,-0.34157377046406145,422,766,650,332,417,156,-0.41778204538309394,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1093,0.8145499025302204,-0.23308794752382206,-0.4159999007309908,406,0.4369409507911519,242,0.17439742906284297,906,-0.4734642513845679,-0.36565890358292763,0.23230742498928045,-0.34157377046406145,675,899,819,205,441,780,0.01158759831913741,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1094,-0.23569725928571375,-0.24573199552563324,-0.4220244192972946,664,-0.4440473894473239,668,-0.5668056009966642,770,-0.5115312235714328,-0.4656316944454704,-0.02851285024366613,-0.34157377046406145,280,589,245,21,285,813,-0.38978253734598794,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1096,0.5644910544788075,-0.028675838161207865,-0.34290240879317124,109,-0.4668679855603894,200,-0.5483383390612833,284,-0.5699320714895618,-0.43744321926356255,1.6854489584299828,-0.34157377046406145,215,1046,72,224,396,637,-0.40418726052071235,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1097,0.7145263633096552,-0.008204522348751657,-0.26056732172035246,0,0.282399667858429,286,0.09713643525155535,942,-0.5699320714895618,-0.3010530194703562,1.1265483686450972,-0.28347119449906677,48,646,792,169,303,414,-0.3747714360145639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1098,-0.5357678769474092,-0.26259072619471485,-0.0983069550012365,48,-0.3872792248500371,75,-0.37350655089752943,1003,-0.49910500998126894,-0.3010530194703562,-0.10303292888165087,0.12324683725589622,728,959,288,75,346,785,-0.32945241803316544,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1099,0.06437335837598172,-0.2556666046699135,-0.02922580877428613,868,-0.33576546387246275,252,-0.20617054478917968,381,-0.4188718907632914,0.04911437409371667,-0.512893361390567,-0.34157377046406145,805,1058,193,311,192,731,-0.4992625409625287,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1100,-0.13567372006514858,-0.19967153494760678,-0.2874768379831762,958,-0.3872792248500371,31,-0.43979606482884015,400,-0.5115312235714328,-0.372137000363863,0.08326726771331097,-0.10916346660408262,434,39,252,41,258,51,-0.02350789668488585,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1101,-0.2857090288959963,-0.22225019209369817,-0.40515576731164393,731,-0.4601711966333047,220,-0.5609848540374398,1084,-0.40449983118415667,-0.3894702863452846,-0.512893361390567,-0.34157377046406145,424,1039,108,314,113,1093,-0.47441724325930873,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1102,0.16439689759654688,-0.1436764652253001,-0.399934517887514,209,-0.07819665898459119,679,-0.2596041643573114,291,-0.28876741834716746,-0.4430458975605877,-0.02851285024366613,0.0651442612909015,516,1134,486,55,394,996,-0.48782962234427385,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1103,0.16439689759654688,-0.21111138790162642,-0.4055574018827309,675,-0.4681558295848287,163,-0.5756832870064165,830,-0.4314781561271456,-0.463530690084086,-0.512893361390567,0.762375172870838,203,1028,720,53,219,111,-0.38636971352064325,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1104,0.06437335837598172,-0.12531249074647907,-0.42242605386838156,1046,-0.4822190863317065,326,-0.5990081507207184,616,-0.5237018539241887,-0.4703589542585854,0.902988132731143,0.0651442612909015,390,982,538,392,18,1219,-0.46867451144629363,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1105,-0.5857796465576918,4.253140703023566,-0.2734196279951339,865,0.282399667858429,656,0.0948751378717128,995,-0.5237018539241887,-0.32924149465226404,-0.512893361390567,-0.34157377046406145,822,1077,274,172,361,1066,-0.4179095845287239,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1106,-0.48575610733712665,-0.2300774599043432,-0.2163875189007912,537,0.3854271898135776,119,0.22988296662379476,978,-0.5472972842103341,-0.12596932268831976,0.9402481720501353,0.29755456515088036,488,662,453,254,430,995,-0.3896134322012364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,-0.48575610733712665,-0.2300774599043432,-0.2163875189007912,537,0.3854271898135776,119,0.22988296662379476,978,-0.5472972842103341,-0.12596932268831976,0.9402481720501353,-0.34157377046406145,488,662,453,254,430,995,-0.3896134322012364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1108,0.7645381329199378,-0.25626870219380926,-0.19751069405970592,543,0.12785838492570606,194,0.05232924642874899,700,-0.46023863137847987,-0.12596932268831976,-0.512893361390567,-0.051060890639087905,652,486,606,399,209,754,-0.5486471162893116,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1109,-0.7858267249988221,-0.2508498244787473,-0.22763328689122497,604,-0.43879298582761134,63,-0.45633703640361445,1018,-0.03311109740783944,-0.36916057751856834,-0.5015663094375933,-0.34157377046406145,730,282,62,401,21,453,-0.5426752742801816,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1110,-1.5360032691530607,-0.25355926333627826,-0.32442721852317286,23,-0.4418838114862658,455,-0.5430201026309127,1196,-0.49910500998126894,-0.4286890344244607,-0.02851285024366613,3.9580168509455467,748,832,788,110,259,234,-0.5285615861574062,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1112,-2.336191582917582,-0.25807499476549656,-0.40314759445620935,870,-0.4512078022232068,146,-0.5678106220543719,482,-0.5237018539241887,-0.46335560638730394,-0.512893361390567,-0.22536861853407203,765,1017,646,228,248,176,-0.5313174269166628,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,-1.2359326514913653,-0.2583760435274444,-0.3328615445159982,740,-0.4605833067211253,201,-0.5405494258640478,208,-0.6698126135735817,-0.42518736048882,-0.47563332207157455,-0.34157377046406145,835,861,620,120,31,1192,-0.5470840991589813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1114,0.4144557456479598,-0.1719750488484013,-0.07059416959623897,307,-0.3872792248500371,522,-0.3712033776402824,364,-0.5587322757056787,-0.3010530194703562,0.1577873463512957,-0.16726604256907732,734,966,356,75,411,214,-0.383831577776608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1115,-0.085661950454866,-0.25536555590796556,-0.16859300494144763,852,-0.3872792248500371,270,-0.4467893363553903,1017,-0.5237018539241887,-0.3112078738837143,-0.10303292888165087,-0.051060890639087905,21,533,44,99,245,1029,-0.2668069739408401,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1116,-0.23569725928571375,-0.25235506828848675,-0.17301098522340375,580,-0.43879298582761134,264,-0.42681454283344766,299,-0.32123045556776386,-0.3569047187438258,-0.4948595023601746,-0.28347119449906677,600,748,239,72,442,696,-0.6411303116403175,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1117,1.0646087505816333,-0.23579738638135303,-0.2814523194168724,430,-0.3872792248500371,27,-0.46408407372344546,312,-0.5356221578935871,-0.405928153842796,-0.10303292888165087,-0.34157377046406145,596,476,418,274,204,43,-0.5169801444841905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1118,1.1646322898021984,-0.09731495588532574,-0.29309972197839307,259,0.02483086297055744,523,-0.11567677371807263,15,-0.41291048079235465,-0.3367700936138916,0.493127700222227,-0.34157377046406145,623,841,619,92,437,870,-0.44578459344884386,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1119,-0.7858267249988221,-0.22947536238044744,-0.3196076036701298,165,0.2308859068808547,490,0.02971627263032335,913,-0.46023863137847987,-0.3309923316200844,-0.512893361390567,-0.34157377046406145,492,647,382,226,37,1112,-0.6006623676179144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1120,-0.03565018084458343,-0.2550645071460177,-0.25775587972274405,311,-0.4411626188325798,85,-0.4779449891443323,485,-0.6655754089834766,-0.34674986433046767,-0.4756705821108935,-0.16726604256907732,359,527,628,288,388,816,-0.5758532539672447,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1121,-0.5357678769474092,-0.25927918981328807,-0.12481483669297327,308,0.48845471176872624,598,0.3346982877672381,1025,-0.40449983118415667,-0.3092819532191119,-0.512893361390567,-0.34157377046406145,245,310,116,203,231,1101,-0.506865543013741,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1122,0.11438512798626431,-0.14819219665451838,0.3724087623126346,78,0.282399667858429,286,0.7000234422440257,656,-0.5115312235714328,1.4497839483500083,0.3813475822652499,-0.34157377046406145,241,142,660,172,433,950,-0.28315408059741254,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1123,0.8145499025302204,-0.24723723933537267,-0.07983176473123814,190,0.02483086297055744,321,0.25132341585489465,1121,-0.337315205536658,1.0996165547859353,-0.512893361390567,-0.22536861853407203,604,780,610,149,74,1182,-0.627290948558908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1124,-0.5857796465576918,-0.25024772695485153,-0.06938926588297821,701,0.17937214590328038,91,0.14755499164656363,901,-0.2095125663280299,-0.12596932268831976,-0.4956792232251924,-0.22536861853407203,318,796,25,199,328,54,-0.6195927112178423,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1125,1.0145969809713506,-0.2177344606644799,-0.11035599213384412,860,-0.43879298582761134,311,-0.3961614005733596,414,-0.48641784590571174,-0.3348441729492892,-0.512893361390567,-0.10916346660408262,282,516,293,257,128,639,-0.6063578389589276,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1126,-0.6858031857782569,-0.26259072619471485,-0.3786478856199072,637,-0.471143627721528,170,-0.5688575189894842,1035,-0.4188718907632914,-0.4400694747152931,-0.4896058368161967,-0.34157377046406145,689,500,792,251,171,1131,-0.6741717295066167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1127,-0.18568548967543116,-0.2493445806690079,-0.37744298190664644,850,-0.4596045452625514,247,-0.5514371539892157,1082,-0.5237018539241887,-0.41608300825615413,0.34408754294625754,0.12324683725589622,153,726,568,325,204,1201,-0.5712558133726773,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1128,-0.13567372006514858,-0.13645129493855085,-0.3645906756318649,439,-0.440286884895961,686,-0.5409681846380926,229,-0.26931808619255054,-0.434816963811832,0.3813475822652499,-0.34157377046406145,362,49,498,291,216,1048,-0.5471164273674574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
